"","Title","Summary","Organism","Type","Platforms","Contains","FTP download","Series Accession","ID","SRA Run Selector","Datasets","Citation","PMID","Contributor","Date","Abstract","Tissue","DevelopmentalStage","ManipulatedVariables","Notes","ManipulationUnrelatedToTopic","WrongTissue","NotBulkDissection_ParticularCellTypeOrSubRegion","IncorrectDevelopmentalStage","NotFullTranscriptome","MetadataIssues_MissingInfo_Retracted_Duplicated","Excluded","WhyExcluded"
"368","The developing mouse dentate gyrus","The gene expression patterns in the dentate gyrus of wild-type mice during postnatal development were examined using Affymetrix GeneChip arrays.","Mus musculus","Expression profiling by array","GPL1261","35 Samples","GEO (CEL) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113727/","GSE113727",200113727,NA,NA,"","30675529 36414974","Hagihara,,Hideo","Apr 26 2018","The gene expression patterns in the dentate gyrus of wild-type mice during postnatal development were examined using Affymetrix GeneChip arrays.","","","","","","","","","","","",""
"369","REM sleep’s unique associations with corticosterone regulation, apoptotic pathways and behavior in chronic stress in mice","One of sleep’s putative functions is mediation of adaptation to waking experiences. Chronic stress is a common waking experience, however, which specific aspect of sleep is most responsive, and how sleep changes relate to behavioral disturbances and molecular correlates remain unknown. We quantified sleep, physical, endocrine, and behavioral variables, as well as the brain and blood transcriptome in mice exposed to 9 weeks of unpredictable chronic mild stress (UCMS). more...","Mus musculus","Expression profiling by high throughput sequencing","GPL17021","64 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125441/","GSE125441",200125441,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA516641",NA,"","30683720","Mathieu,,Nollet Harriet,,Hicks Andrew,P,McCarthy Huihai,,Wu Carla,S,Moller-Levet Emma,E,Laing Karim,,Malki Nathan,,Lawless Keith,A,Wafford Derk-Jan,,Dijk Raphaelle,,Winsky-Sommerer","Jan 22 2019","One of sleep’s putative functions is mediation of adaptation to waking experiences. Chronic stress is a common waking experience, however, which specific aspect of sleep is most responsive, and how sleep changes relate to behavioral disturbances and molecular correlates remain unknown. We quantified sleep, physical, endocrine, and behavioral variables, as well as the brain and blood transcriptome in mice exposed to 9 weeks of unpredictable chronic mild stress (UCMS). Comparing 46 phenotypical variables revealed that rapid-eye-movement sleep (REMS), corticosterone regulation, and coat state were most responsive to UCMS. REMS theta oscillations were enhanced, whereas delta oscillations in non-REMS were unaffected. Transcripts affected by UCMS in the prefrontal cortex, hippocampus, hypothalamus, and blood were associated with inflammatory and immune responses. A machine-learning approach controlling for unspecific UCMS effects identified transcriptomic predictor sets for REMS parameters that were enriched in 193 pathways, including some involved in stem cells, immune response, apoptosis, and survival. Only three pathways were enriched in predictor  sets for non-REMS. Transcriptomic predictor sets for variation in REMS continuity and theta activity shared many pathways with corticosterone regulation, in particular pathways implicated in apoptosis and survival, including mitochondrial apoptotic machinery. Predictor sets for REMS, and anhedonia shared pathways involved in oxidative stress, cell proliferation, and apoptosis. These data identify REMS as a core and early element of the response to chronic stress, and identify apoptosis and survival pathways as a putative mechanism by which REMS may mediate the response to stressful waking experiences.","","","","","","","","","","","",""
"370","Genetic and Behavioural Requirements for Structural Brain Plasticity","Human MRI studies show that experience can lead to changes in the volume of task-specific brain regions; however, the behavioural and molecular processes driving these changes remain poorly understood. Here, we used in-vivo mouse MRI and RNA sequencing to investigate the neuroanatomical and transcriptional changes induced by environmental enrichment, exercise, and social interaction. Additionally, we asked whether the volume changes require CREB, a transcription factor critical for memory formation and neuronal plasticity. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL21103","135 Samples","GEO (TAB) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124954/","GSE124954",200124954,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA514451",NA,"","","Nicholas,,O’Toole Tieyuan,,Zhang","Jan 11 2019","Human MRI studies show that experience can lead to changes in the volume of task-specific brain regions; however, the behavioural and molecular processes driving these changes remain poorly understood. Here, we used in-vivo mouse MRI and RNA sequencing to investigate the neuroanatomical and transcriptional changes induced by environmental enrichment, exercise, and social interaction. Additionally, we asked whether the volume changes require CREB, a transcription factor critical for memory formation and neuronal plasticity. Enrichment rapidly increased cortical and hippocampal volume, and these effects were not attributable to exercise or social interaction. Instead, they likely arise from learning and sensorimotor experience. Nevertheless, the volume changes were not attenuated in mice with memory impairments caused by loss of CREB, indicating that these effects are driven by processes distinct from this canonical learning and memory pathway. Finally, within brain regions that underwent volume changes, enrichment increased the expression of genes associated with axonogenesis, dendritic spine development, synapse structural plasticity, and neurogenesis, suggesting these processes underlie the volume changes detected with MRI.","","","","","","","","","","","",""
"371","Single-cell transcriptomic analysis of mouse neocortical development","The development of the mammalian cerebral cortex depends on careful orchestration of proliferation, maturation, and migration events, ultimately giving rise to a wide variety of neuronal and non-neuronal cell types. To better understand cellular and molecular processes that unfold during late corticogenesis, we perform single-cell RNA-seq on the mouse cerebral cortex at a progenitor driven phase (embryonic day 14.5) and at birth—after neurons from all six cortical layers are born. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL21103","9 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123335/","GSE123335",200123335,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA508375",NA,"","30635555","Lipin,,Loo Jeremy,M,Simon Mark,J,Zylka","Dec 04 2018","The development of the mammalian cerebral cortex depends on careful orchestration of proliferation, maturation, and migration events, ultimately giving rise to a wide variety of neuronal and non-neuronal cell types. To better understand cellular and molecular processes that unfold during late corticogenesis, we perform single-cell RNA-seq on the mouse cerebral cortex at a progenitor driven phase (embryonic day 14.5) and at birth—after neurons from all six cortical layers are born. We identify numerous classes of neurons, progenitors, and glia, their proliferative, migratory, and activation states, and their relatedness within and across age. Using the cell-type-specific expression patterns of genes mutated in neurological and psychiatric diseases, we identify putative disease subtypes that associate with clinical phenotypes. Our study reveals the cellular template of a complex neurodevelopmental process, and provides a window into the cellular origins of brain diseases.","","","","","","","","","","","",""
"372","Deep single-cell RNAseq of microglia and brain myeloid cells from various brain regions and developmental stages","We generated single-cell RNAseq profiles of microglia and brain myeloid cells (1922 total; 1816 cells passed quality control) from different developmental stages (E14.5, P7 and P60) to study their heterogeneity. Cells were isolated from either the whole developing brain (for the E14.5 stage) or six separate regions (for P7 and P60 stages): Cortex (CTX), Cerebellum (CB), Hippocampus (HIP), Striatum (STR), Olfactory bulb (OB), Choroid plexus (CP). more...","Mus musculus","Expression profiling by high throughput sequencing","GPL19057","1922 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123025/","GSE123025",200123025,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA507279",NA,"","30606613","Qingyun,,Li Ben,,Barres","Nov 27 2018","We generated single-cell RNAseq profiles of microglia and brain myeloid cells (1922 total; 1816 cells passed quality control) from different developmental stages (E14.5, P7 and P60) to study their heterogeneity. Cells were isolated from either the whole developing brain (for the E14.5 stage) or six separate regions (for P7 and P60 stages): Cortex (CTX), Cerebellum (CB), Hippocampus (HIP), Striatum (STR), Olfactory bulb (OB), Choroid plexus (CP). Single cells were FACS index sorted followed by Smart-seq2 library preparation and Illumina Nextseq (sequence depth > 1 million per cell). All 1816 cells were grouped into 15 clusters using Seurat package (Macosko, Basu, Satija et al. Cell. 2015), and manually annotated based on gene expression signatures and meta data. We found that the majority of adult microglia expressing homeostatic genes are remarkably similar in transcriptomes, regardless of brain region. By contrast, postnatal microglia represent a more heterogeneous population. We discovered a proliferative region-associated microglia (PAM) subset, mainly found in developing white matter, that share a characteristic gene signature with degenerative disease-associated microglia (DAM). Such PAM have amoeboid morphology, are metabolically active, and phagocytose newly formed oligodendrocytes. This scRNA-seq atlas will be a valuable resource for dissecting innate immune functions in health and disease.","","","","","","","","","","","",""
"373","Mitophagy ameliorates Aβ and p-Tau pathologies, and cognitive deficits, in experimental models of Alzheimer’s disease","Accumulation of damaged mitochondria is a hallmark of human aging and age-related neurodegenerative pathologies, including Alzheimer’s disease (AD). However, the molecular mechanisms of the impaired mitochondrial homeostasis and their relationship to AD are still elusive. Here we provide evidence that mitophagy, a cellular process mediating selective clearance of dysfunctional mitochondria, is impaired in AD patient hippocampus, in iPSC-derived human neurons and in animal AD models. more...","Mus musculus","Expression profiling by array","GPL21810","19 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111737/","GSE111737",200111737,NA,NA,"","30742114","Evandro,F,Fang Yujun,,Hou Konstantinos,,Palikaras Bryan,A,Adriaanse Jesse,S,Kerr Beimeng,,Yang Sofie,,Lautrup Xiuli,,Dan Deborah,L,Croteau Mansour,,Akbari Nigel,H,Greig Tormod,,Fladby Hilde,,Nilsen M,Z,Cader Mark,P,Mattson Nektarios,,Tavernarakis Vilhelm,A,Bohr","Mar 12 2018","Accumulation of damaged mitochondria is a hallmark of human aging and age-related neurodegenerative pathologies, including Alzheimer’s disease (AD). However, the molecular mechanisms of the impaired mitochondrial homeostasis and their relationship to AD are still elusive. Here we provide evidence that mitophagy, a cellular process mediating selective clearance of dysfunctional mitochondria, is impaired in AD patient hippocampus, in iPSC-derived human neurons and in animal AD models. In C. elegans models of AD, pharmacological stimulation of mitophagy reverses memory impairment through a PINK-1, PDR-1 and DCT-1 dependent pathway. Mitophagy induction diminishes the levels of insoluble amyloid-β (Aβ)1-42 and Aβ1-40 peptide isoforms and prevents cognitive impairment in AD mice by a mechanism involving microglial phagocytosis of extracellular Aβ plaques and suppression of neuroinflammation. Furthermore, mitophagy abolishes AD-related Tau hyperphosphorylation in human neuronal cells and reverses memory impairment in transgenic Tau nematodes. Our findings suggest that impaired removal of defective mitochondria is a pivotal event in AD pathogenesis. Interventions that stimulate mitophagy therefore have therapeutic potential in the prevention and treatment of AD.","","","","","","","","","","","",""
"374","Parkinson-associated SNCA enhancer variants revealed by open chromatin in mouse dopamine neurons","The progressive loss of midbrain (MB) dopaminergic (DA) neurons defines the motor features of Parkinson disease (PD) and modulation of risk by common variation in PD has been well established through GWAS. Anticipating that a fraction of PD-associated genetic variation mediates their effects within this neuronal population, we acquired open chromatin signatures of purified embryonic mouse MB DA neurons. more...","Mus musculus","Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing","GPL16417 GPL17021","15 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122450/","GSE122450",200122450,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA505267",NA,"","30503521 36747739 36824793","Sarah,A,McClymont Paul,W,Hook Alexandra,I,Soto Xylena,,Reed William,D,Law Samuel,J,Kerans Eric,L,Waite Nicole,J,Briceno Joey,F,Thole Michael,G,Heckman Nancy,N,Diehl Zbigniew,K,Wszolek Cedric,D,Moore Heng,,Zhu Jennifer,A,Akiyama Diane,E,Dickel Axel,,Visel Len,A,Pennacchio Owen,A,Ross Michael,A,Beer Andrew,S,McCallion","Nov 13 2018","The progressive loss of midbrain (MB) dopaminergic (DA) neurons defines the motor features of Parkinson disease (PD) and modulation of risk by common variation in PD has been well established through GWAS. Anticipating that a fraction of PD-associated genetic variation mediates their effects within this neuronal population, we acquired open chromatin signatures of purified embryonic mouse MB DA neurons. Correlation with >2,300 putative enhancers assayed in mice reveals enrichment for MB cis-regulatory elements (CRE), data reinforced by transgenic analyses of six additional sequences in zebrafish and mice. One CRE, within intron 4 of the familial PD gene SNCA, directs reporter expression in catecholaminergic neurons of transgenic mice and zebrafish. Sequencing of this CRE in 986 PD patients and 992 controls reveals two common variants associated with elevated PD risk. To assess potential mechanisms of action, we identify proteins whose binding is impacted by these enhancer variants. Additional genotyping across the SNCA locus identifies a single PD-associated haplotype, containing the minor alleles of both of the aforementioned PD-risk variants. Our work posits a model for how common variation at SNCA may modulate PD risk and highlights the value of cell context-dependent guided searches for functional non-coding variation.","","","","","","","","","","","",""
"375","Identification of evolutionary conserved gene networks that mediate neurodegenerative dementia","This SuperSeries is composed of the SubSeries listed below.","Homo sapiens; Mus musculus","Expression profiling by array; Expression profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing",NA,"5 related Platforms 729 Samples","GEO (CEL, IDAT, TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90696/","GSE90696",200090696,NA,NA,"","30510257","","Nov 30 2016","This SuperSeries is composed of the SubSeries listed below.","","","","","","","","","","","",""
"376","RNA-seq of TPR50 Tau P301S Transgenic Mouse in different brain regions and time-points","Purpose: The goal of this study was to assess gene expression changes in TPR50 Tau transgenic mice. The mice was backcrossed with 2 divergent mouse strains - DBA and FVB along with the parent C57BL6 strain. The resulting F1 hybrids were used for further analysis.","Mus musculus","Expression profiling by high throughput sequencing","GPL13112","277 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90693/","GSE90693",200090693,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA355398",NA,"","","Vivek,,Swarup Daniel,H,Geschwind","Nov 30 2016","Purpose: The goal of this study was to assess gene expression changes in TPR50 Tau transgenic mice. The mice was backcrossed with 2 divergent mouse strains - DBA and FVB along with the parent C57BL6 strain. The resulting F1 hybrids were used for further analysis.","","","","","","","","","","","",""
"377","Gene Expression of PS19 Tau transgenic mice","Expression of PS19 Tau Transgenic mice from hippocampus at different ages 3, 6, 9, and 12 months We used Affy arrays to understand the global expression profile of PS19 Tau transgenic mice","Mus musculus","Expression profiling by array","GPL1261","38 Samples","GEO (CEL) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89979/","GSE89979",200089979,NA,NA,"","30510257","Vivek,,Swarup Daniel,H,Geschwind","Nov 17 2016","Expression of PS19 Tau Transgenic mice from hippocampus at different ages 3, 6, 9, and 12 months","","","","","","","","","","","",""
"378","Nitrated meat products are associated with mania in humans and altered behavior and brain gene expression in rats","Mania is a serious neuropsychiatric condition associated with significant morbidity and mortality. Previous studies have suggested that environmental exposures can contribute to mania pathogenesis.  We measured dietary exposures in a cohort of individuals with mania and other psychiatric disorders as well as in control individual without a psychiatric disorder. We found that a history of eating nitrated dry cured meat, but not other meat or fish products, was strongly and independently associated with current mania (adjusted odds ratio 3.49, 95% confidence interval (CI) 2.24-5.45, p<8.97x 10-8). more...","Rattus norvegicus","Expression profiling by array","GPL23040","20 Samples","GEO (CEL) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112510/","GSE112510",200112510,NA,NA,"","30022042","Seva,G,Khambadkone C,C,Talbot Jr Robert,H,Yolken","Mar 29 2018","Mania is a serious neuropsychiatric condition associated with significant morbidity and mortality. Previous studies have suggested that environmental exposures can contribute to mania pathogenesis.  We measured dietary exposures in a cohort of individuals with mania and other psychiatric disorders as well as in control individual without a psychiatric disorder. We found that a history of eating nitrated dry cured meat, but not other meat or fish products, was strongly and independently associated with current mania (adjusted odds ratio 3.49, 95% confidence interval (CI) 2.24-5.45, p<8.97x 10-8). Lower odds of association were found between eating nitrated dry cured meat and other psychiatric disorders. We further found that the feeding of meat preparations with added nitrate to rats resulted in alterations in behavior and changes in intestinal microbiota. Rats fed diets with added nitrate also showed alterations of brain pathways dysregulated in mania. These findings may lead to new methods for preventing mania and for developing novel therapeutic interventions","","","","","","","","","","","",""
"379","m6A-facilitated hippocampal learning and memory through Ythdf1","N6-methyladenosine (m6A) is the most prevalent internal RNA modification in mammalian messenger RNAs (mRNAs). While m6A has been shown to mark groups of mRNAs for coordinated degradation in various physiological processes, the relevance of m6A in affecting translation remains to be determined in intact biological systems in vivo. Here we show that, through its reader protein Ythdf1, m6A promotes a pulse of protein synthesis of target transcripts in response to neuronal stimuli in the adult mouse hippocampus, thereby facilitating learning and memory processes. more...","Mus musculus","Expression profiling by high throughput sequencing; Other","GPL21626 GPL19057","27 Samples","GEO (XLSX) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106607/","GSE106607",200106607,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA417392",NA,"","30401835","Hailing,,Shi Zhike,,Lu Chuan,,He Yi-Lan,,Weng Guo-Li,,Ming Hongjun,,Song Tao,,Zhou","Nov 07 2017","N6-methyladenosine (m6A) is the most prevalent internal RNA modification in mammalian messenger RNAs (mRNAs). While m6A has been shown to mark groups of mRNAs for coordinated degradation in various physiological processes, the relevance of m6A in affecting translation remains to be determined in intact biological systems in vivo. Here we show that, through its reader protein Ythdf1, m6A promotes a pulse of protein synthesis of target transcripts in response to neuronal stimuli in the adult mouse hippocampus, thereby facilitating learning and memory processes. Mice with genetic deletion of the Ythdf1 gene (Ythdf1-/-) exhibit learning and memory defects, as well as impaired hippocampal synaptic transmission and long-term potentiation (LTP). Selective re-expression of Ythdf1 in the hippocampus of adult Ythdf1-/- mice fully rescues the behavioral and synaptic defects, while hippocampus-specific knockdown of Ythdf1 or Mettl3, the catalytic component of m6A methyltransferase complex, recapitulates the hippocampal deficiency in adult mice. At the molecular level, transcriptome-wide mapping of m6A sites and RNA binding sites of Ythdf1 on hippocampal mRNAs using crosslinking immunoprecipitation followed by high-throughput sequencing (CLIP-seq) uncovered key neuronal genes, including those involved in synaptic transmission and long-term potentiation. Nascent protein labelling and tether reporter assays in cultured hippocampal neurons revealed that Ythdf1 is critical for initiating a pulse of protein synthesis of target transcripts in a neuronal-stimulus-dependent manner. Collectively, our results uncover a pathway of mRNA m6A methylation in learning and memory, which is mediated through Ythdf1 in response to stimuli.","","","","","","","","","","","",""
"380","Hippocampal single-nucleus sequencing identifies a unique transcriptional signature that is predictive of reactivity in dentate granule neurons","Neuronal circuits are constantly remodeled in response to activity, but the extent and the specificity of activity-induced transcription are unknown. In this study, we used single nucleus RNA-seq to compare transcriptional responses to activity throughout the hippocampus following exposure to a novel environment. By comparing activated and non-activated nuclei, we found that dentate granule cells (DGCs) have a unique transcriptional response to activity that differs in both magnitude and quality compared to CA1 pyramidal cells and vasoactive intestinal polypeptide (VIP) interneurons. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL17021","912 Samples","GEO (TXT, XLSX) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98679/","GSE98679",200098679,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA385870",NA,"","30082781","Baptiste,N,Jaeger Sara,B,Linker Fred,H,Gage Sara,L,Parylak","May 08 2017","Neuronal circuits are constantly remodeled in response to activity, but the extent and the specificity of activity-induced transcription are unknown. In this study, we used single nucleus RNA-seq to compare transcriptional responses to activity throughout the hippocampus following exposure to a novel environment. By comparing activated and non-activated nuclei, we found that dentate granule cells (DGCs) have a unique transcriptional response to activity that differs in both magnitude and quality compared to CA1 pyramidal cells and vasoactive intestinal polypeptide (VIP) interneurons. We further used single nuclei RNA-seq to compare transcriptional responses to activity throughout the dentate gyrus following exposure to two contexts and identified that DGCs generate a transcriptional signature that is predictive of reactivity.","","","","","","","","","","","",""
"381","Chlorovirus ATCV-1 is part of the human oropharyngeal virome and is associated with changes in cognitive functions in humans and mice","Human mucosal surfaces contain a wide range of microorganisms. The biological effects of these organisms are largely unknown. Large-scale metagenomic sequencing is emerging as a method to identify novel microbes. Unexpectedly, we identified DNA sequences homologous to virus ATCV-1, an algal virus not previously known to infect humans, in oropharyngeal samples obtained from healthy adults. The presence of ATCV-1 was associated with a modest but measurable decrease in cognitive functioning. more...","Mus musculus","Expression profiling by array","GPL16570","23 Samples","GEO (CEL, TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117463/","GSE117463",200117463,NA,NA,"","25349393","Robert,H,Yolken C,C,Talbot Emese,,Prandovszky James,L,Van Etten","Jul 20 2018","Human mucosal surfaces contain a wide range of microorganisms. The biological effects of these organisms are largely unknown. Large-scale metagenomic sequencing is emerging as a method to identify novel microbes. Unexpectedly, we identified DNA sequences homologous to virus ATCV-1, an algal virus not previously known to infect humans, in oropharyngeal samples obtained from healthy adults. The presence of ATCV-1 was associated with a modest but measurable decrease in cognitive functioning. A relationship between ATCV-1 and cognitive functioning was confirmed in a mouse model, which also indicated that exposure to ATCV-1 resulted in changes in gene expression within the brain. Our study indicates that viruses in the environment not thought to infect humans can have biological effects.","","","","","","","","","","","",""
"382","SAP97 Regulates Behavior and Expression of Schizophrenia Risk Enriched Gene Sets in Mouse Hippocampus","Analysis of DE genes between littermate control animals and animals lacking SAP97 specifically in the nervous system","Mus musculus","Expression profiling by high throughput sequencing","GPL21103","8 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117067/","GSE117067",200117067,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA481012",NA,"","29995933","Preetika,,Gupta Ogul,E,Uner Soumyashant,,Nayak Gregory,R,Grant Robert,G,Kalb","Jul 13 2018","Analysis of DE genes between littermate control animals and animals lacking SAP97 specifically in the nervous system","","","","","","","","","","","",""
"383","The role of m6A/m-RNA methylation in stress response regulation","N6-Methyladenosine (m6A) and N6,2'-O-dimethyladenosine (m6Am) are abundant mRNA modifications that regulate transcript processing and translation. The role of both, here termed m6A/m, in the stress response in the adult brain in vivo are currently unknown. Here, we provide a detailed analysis of the stress-epitranscriptome using m6A/m-Seq, global and gene-specific m6A/m measurements. We show that stress exposure and glucocorticoids region- and time-specifically alter m6A/m and its regulatory network. more...","Homo sapiens; Mus musculus","Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Other","GPL21103 GPL20301","139 Samples","GEO ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113801/","GSE113801",200113801,NA,NA,"","30048615","","Apr 27 2018","N6-Methyladenosine (m6A) and N6,2'-O-dimethyladenosine (m6Am) are abundant mRNA modifications that regulate transcript processing and translation. The role of both, here termed m6A/m, in the stress response in the adult brain in vivo are currently unknown.","","","","","","","","","","","",""
"384","Gene expression analysis of mouse brain regions after chronic social defeat stress (CSDS)","Chronic psychosocial stress is a risk factor for psychiatric disorders, and genetic factors interact in conferring susceptibility. The chronic social defeat stress (CSDS) mouse model allows identifying factors underlying resilience and susceptibility to chronic psychosocial stress. We used RNA-sequencing to identify genes and pathways affected by CSDS in three brain regions: medial prefrontal cortex (mPFC), ventral hippocampus (vHPC), and bed nucleus of the stria terminalis (BNST), of male mice from strains C57BL/6Crl and DBA/2Crl.","Mus musculus","Expression profiling by high throughput sequencing","GPL13112 GPL19057","88 Samples","GEO (TXT) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109315/","GSE109315",200109315,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA430409",NA,"","30073192 31857655","Iiris,,Hovatta","Jan 17 2018","Chronic psychosocial stress is a risk factor for psychiatric disorders, and genetic factors interact in conferring susceptibility. The chronic social defeat stress (CSDS) mouse model allows identifying factors underlying resilience and susceptibility to chronic psychosocial stress. We used RNA-sequencing to identify genes and pathways affected by CSDS in three brain regions: medial prefrontal cortex (mPFC), ventral hippocampus (vHPC), and bed nucleus of the stria terminalis (BNST), of male mice from strains C57BL/6Crl and DBA/2Crl.","","","","","","","","","","","",""
"385","Glucose competition between immune cells and microbial pathogens controls infections","To understand the dynamic physiological changes in host and pathogen that occur during infection, some of which might be driving the ability of C. albicans to trigger macrophage cell death, we performed dual RNA-seq of C. albicans-infected bone marrow-derived mouse macrophages over a time course. We chose three time points corresponding to: (i) early events post-phagocytosis of C. albicans (approximately 1 h post infection), (ii) fungal escape following caspase 1-dependent pyroptosis (approximately 6 h post infection), and (iii) the transition to the rapid Phase II death (approximately 9 h post-infection).","Candida albicans; Mus musculus","Expression profiling by high throughput sequencing","GPL18480 GPL23573","18 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99904/","GSE99904",200099904,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA390053",NA,"","29719235","Ana,,Traven Paul,F,Harrrison Traude,H,Beilharz","Jun 12 2017","To understand the dynamic physiological changes in host and pathogen that occur during infection, some of which might be driving the ability of C. albicans to trigger macrophage cell death, we performed dual RNA-seq of C. albicans-infected bone marrow-derived mouse macrophages over a time course. We chose three time points corresponding to: (i) early events post-phagocytosis of C. albicans (approximately 1 h post infection), (ii) fungal escape following caspase 1-dependent pyroptosis (approximately 6 h post infection), and (iii) the transition to the rapid Phase II death (approximately 9 h post-infection).","","","","","","","","","","","",""
"386","Transcriptomic analysis of adult mouse hippocampal tissue in control and MeCP2 knockdown conditions","The overall goal of this study was to clarify the role of MeCP2 in adult cognition. As one of the measures we analyzed gene expression changes associated with MeCP2 loss in the adult hippocampus. The analysis was performed in basal conditions and after exposure to a novel environment. We report gene expression data of mouse adult hippocampal tissue in which MeCP2 has been knockeddown in both conditions.","Mus musculus","Expression profiling by high throughput sequencing","GPL21103","16 Samples","GEO (XLSX) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107004/","GSE107004",200107004,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA418773",NA,"","29438740 33203444","Ana,M,Oliveira","Nov 16 2017","The overall goal of this study was to clarify the role of MeCP2 in adult cognition.","","","","","","","","","","","",""
"387","Environmental enrichment prevents transcriptional disturbances induced by alpha-Synuclein overexpression","Using a mouse model overexpressing human SNCA and profiling the hippocampal transcriptome, we assessed gene-environment interactions to reveal perturbations in gene expression and their modulation through long-term enriched environment (EE) exposure. We observed that EE prevented perturbations of genes attributed to neuronal and glial cell types and linked to glutamate signaling, calcium homeostasis, inflammation, and related processes of SNCA biology. more...","Mus musculus","Expression profiling by high throughput sequencing","GPL17021","16 Samples","GEO (CSV) ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96961/","GSE96961",200096961,"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA380229",NA,"Wassouf Z, Hentrich T, Samer S, Rotermund C, Kahle PJ, Ehrlich I, Riess O, Casadei N and Schulze-Hentrich JM. Environmental Enrichment Prevents Transcriptional Disturbances Induced by Alpha-Synuclein Overexpression. Front. Cell. Neurosci. 2018;12:112. doi:10.3389/fncel.2018.00112","30543522 29755323","Julia,M,Schulze-Hentrich Thomas,,Hentrich","Mar 23 2017","Using a mouse model overexpressing human SNCA and profiling the hippocampal transcriptome, we assessed gene-environment interactions to reveal perturbations in gene expression and their modulation through long-term enriched environment (EE) exposure. We observed that EE prevented perturbations of genes attributed to neuronal and glial cell types and linked to glutamate signaling, calcium homeostasis, inflammation, and related processes of SNCA biology. Cluster and promoter analyses suggested driver genes that specifically responded to the EE, and pointed to a pivotal role of Egr1 to have hierarchically activated other drivers. We suggest a model in which EE-induced driver genes prevent and counter-balance perturbations of SNCA overexpression, restoring a largely normalized gene expression profile and system state.","","","","","","","","","","","",""
